_id,Station ID,State,City,Station Name,Timestamp,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),O Xylene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),AT (degC),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
45356,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T10:30:00,17.92,65.7,2.56,11.54,14.1,16.89,7.0,1.1,52.32,0.0,0.0,,,,,,44.46,0.23,247.18,,,38.27,996.6,-0.5
45357,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T10:45:00,17.92,65.7,2.45,11.56,14.01,16.73,7.11,1.12,52.81,0.0,0.14,,,,,,44.78,0.31,238.22,,,42.0,996.3,-0.5
45358,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T11:00:00,17.92,74.35,2.35,11.52,13.86,16.6,7.27,1.14,53.11,0.0,0.89,,,,,,44.79,0.38,208.31,,,41.57,996.0,-0.5
45359,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T11:15:00,16.95,76.36,2.12,11.64,13.76,16.48,7.24,1.14,53.56,0.0,0.0,,,,,,43.45,0.41,214.98,,,44.16,995.7,-0.5
45360,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T11:30:00,15.27,76.36,1.64,11.98,13.61,16.33,6.92,1.08,53.95,0.0,0.0,,,,,,42.04,0.38,217.55,,,47.24,995.5,-0.5
45361,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T11:45:00,15.27,76.36,1.44,11.83,13.27,16.2,6.68,1.04,54.08,0.0,0.0,,,,,,41.19,0.27,226.92,,,48.67,995.4,-0.5
45362,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T12:00:00,15.27,70.96,1.32,11.45,12.78,15.98,6.51,1.01,54.28,0.0,0.0,,,,,,40.75,0.15,280.65,,,51.42,995.4,-0.5
45363,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T12:15:00,18.02,69.7,1.34,11.3,12.64,15.96,6.22,0.96,52.85,0.0,0.0,,,,,,50.98,0.31,123.55,,,53.64,995.4,-0.5
45364,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T12:30:00,22.55,69.7,1.36,11.17,12.53,15.92,6.66,1.04,52.14,0.0,0.0,,,,,,53.7,0.33,117.15,,,50.11,995.3,-0.5
45365,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T12:45:00,22.55,69.7,1.39,11.19,12.58,16.07,6.22,0.96,52.2,0.0,0.0,,,,,,53.35,0.44,140.87,,,49.64,994.8,-0.5
45366,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T13:00:00,22.55,74.26,1.4,11.26,12.66,16.23,6.45,1.0,52.41,0.0,0.11,,,,,,52.41,0.36,144.5,,,55.08,994.5,-0.5
45367,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T13:15:00,23.32,75.33,1.4,11.28,12.68,16.33,6.41,1.0,52.65,0.0,0.99,,,,,,51.82,0.31,126.96,,,55.5,994.2,-0.5
45368,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T13:30:00,24.6,75.33,1.41,11.24,12.65,16.21,6.29,0.98,52.04,0.14,1.55,,,0.03,0.03,,52.84,0.38,133.19,,,58.64,994.2,-0.5
45369,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T13:45:00,24.6,75.33,1.44,11.21,12.65,19.6,6.41,1.0,52.2,1.06,0.0,,,0.25,0.19,,51.22,0.34,134.88,,,57.5,993.9,-0.5
45370,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T14:00:00,24.6,72.6,1.43,11.18,12.61,19.15,6.82,1.06,52.75,0.53,0.0,,,0.29,,,48.67,0.34,124.58,,,59.6,993.8,-0.5
45371,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T14:15:00,28.7,71.97,1.36,11.0,12.36,18.35,6.86,1.07,52.25,0.0,0.0,,,,,,48.68,0.33,130.9,,,55.81,993.6,-0.5
45372,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T14:30:00,35.79,71.97,1.33,10.76,12.09,18.38,6.57,1.02,51.12,0.0,0.0,,,,,,48.22,0.23,102.27,,,47.27,993.6,-0.5
45373,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T14:45:00,35.79,71.97,1.34,10.63,11.96,17.87,6.61,1.03,50.84,0.0,0.0,,,,0.05,,47.1,0.3,89.81,,,43.85,993.6,-0.5
45374,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T15:00:00,35.79,62.59,1.36,10.61,11.97,17.57,6.7,1.04,50.04,0.0,0.0,,,,0.35,,49.18,0.33,125.67,,,44.31,993.3,-0.5
45375,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T15:15:00,34.85,60.4,1.38,10.64,12.02,17.34,6.76,1.06,50.74,0.0,0.0,,,,0.03,,47.64,0.32,102.92,,,58.35,993.2,-0.5
45376,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T15:30:00,33.23,60.4,1.41,10.66,12.07,17.07,6.74,1.05,50.7,0.0,0.0,,,,0.28,,45.12,0.37,131.58,,,59.1,993.1,-0.5
45377,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T15:45:00,33.23,60.4,1.42,10.72,12.14,16.98,6.89,1.08,50.71,0.09,0.0,,,,0.27,,45.11,0.35,123.33,,,62.38,993.0,-0.5
45378,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T16:00:00,33.23,60.26,1.44,10.75,12.19,16.85,7.11,1.12,50.97,0.63,0.0,,,,,,42.69,0.37,149.67,,,63.28,992.8,-0.5
45379,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T16:15:00,34.42,60.22,1.44,10.82,12.26,16.64,7.3,1.15,50.48,0.0,0.0,,,0.07,,,45.46,0.45,150.17,,,43.3,993.0,-0.5
45380,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T16:30:00,36.48,60.22,1.43,10.87,12.3,16.48,7.29,1.14,49.99,0.0,0.0,,,0.52,,,47.95,0.38,150.04,,,32.33,993.0,-0.5
45381,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T16:45:00,36.48,60.22,1.42,10.91,12.34,16.47,7.24,1.14,49.13,0.0,0.1,,,,,,50.41,0.37,145.28,,,27.8,993.1,-0.5
45382,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T17:00:00,36.48,59.26,1.42,10.96,12.38,16.35,7.21,1.13,48.84,0.0,0.81,,,0.06,,,54.32,0.35,156.79,,,24.08,993.2,-0.5
45383,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T17:15:00,34.55,59.04,1.38,11.01,12.39,16.32,6.96,1.09,48.41,0.0,0.92,,,0.45,,,56.29,0.43,151.95,,,21.48,993.3,-0.5
45384,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T17:30:00,31.21,59.04,1.4,10.98,12.38,16.21,6.94,1.09,47.79,0.0,1.09,,,0.04,0.03,,64.52,0.39,171.29,,,19.4,993.5,-0.5
45385,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T17:45:00,31.21,59.04,1.42,11.04,12.46,16.18,7.2,1.13,47.38,0.0,0.7,,,0.27,0.2,,68.8,0.42,134.05,,,18.25,993.9,-0.5
45386,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T18:00:00,31.21,57.54,1.41,11.0,12.4,16.35,7.46,1.17,47.17,0.0,0.0,,,,,,69.46,0.41,158.79,,,16.76,994.5,-0.5
45387,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T18:15:00,32.23,57.2,1.42,11.14,12.56,16.21,6.97,1.09,47.01,0.0,0.0,,,0.04,,,70.62,0.43,139.2,,,14.97,995.0,-0.5
45388,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T18:30:00,33.92,57.2,1.43,11.18,12.61,16.11,6.98,1.09,46.95,0.0,0.0,,,0.28,0.03,,68.71,0.45,128.82,,,13.05,995.4,-0.5
45389,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T18:45:00,33.92,57.2,1.46,11.17,12.63,16.02,7.02,1.1,46.82,0.11,0.0,,,,0.24,,68.76,0.4,132.47,,,11.69,995.6,-0.5
45390,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T19:00:00,33.92,57.89,1.58,11.08,12.66,15.88,7.69,1.21,46.82,0.77,0.0,,,0.04,0.04,,68.16,0.44,163.19,,,10.75,996.0,-0.5
45391,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T19:15:00,34.96,58.06,1.69,11.04,12.73,15.84,7.28,1.14,47.05,0.0,0.0,,,0.31,0.27,,65.94,0.45,174.67,,,9.85,996.3,-0.5
45392,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T19:30:00,36.75,58.06,1.79,11.06,12.85,15.84,7.31,1.15,46.94,0.0,0.0,,,0.05,,,68.12,0.44,175.15,,,9.4,996.3,-0.5
45393,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T19:45:00,36.75,58.06,1.87,11.14,13.0,15.92,7.28,1.14,46.81,0.0,0.0,,,0.32,,,70.31,0.46,170.44,,,9.4,996.5,-0.5
45394,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T20:00:00,36.75,52.15,1.94,11.21,13.15,15.97,7.54,1.19,46.81,0.0,0.0,,,,,,71.2,0.44,184.53,,,9.36,996.8,-0.5
45395,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T20:15:00,33.18,50.77,2.03,11.38,13.41,16.18,7.52,1.18,46.84,0.0,0.0,,,,,,70.64,0.42,170.79,,,9.4,996.8,-0.5
45396,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T20:30:00,27.02,50.77,2.13,11.46,13.59,16.41,7.2,1.13,46.64,0.09,0.16,,,,,,71.51,0.44,164.39,,,9.77,996.7,-0.5
45397,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T20:45:00,27.02,50.77,2.2,11.46,13.66,16.61,7.24,1.14,46.7,0.63,1.12,,,,,,71.95,0.47,180.31,,,9.6,997.1,-0.5
45398,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T21:00:00,27.02,60.68,2.26,11.44,13.71,16.75,7.34,1.15,46.75,0.0,0.0,,,,,,74.02,0.44,172.03,,,9.92,997.4,-0.5
45399,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T21:15:00,25.65,62.99,2.33,11.4,13.74,16.84,6.94,1.08,46.65,0.0,0.0,,,,,,77.94,0.44,165.91,,,10.05,997.5,-0.5
45400,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T21:30:00,23.41,62.99,2.38,11.37,13.74,16.93,7.23,1.13,46.64,0.0,0.0,,,,,,83.11,0.47,162.08,,,10.25,997.7,-0.5
45401,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T21:45:00,23.41,62.99,2.4,11.35,13.74,17.01,7.28,1.14,46.58,0.0,0.0,,,0.04,,,87.98,0.42,175.46,,,10.43,997.7,-0.5
45402,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T22:00:00,23.41,61.22,2.41,11.29,13.7,17.02,7.72,1.22,46.49,0.0,0.0,,,0.28,,,91.58,0.4,161.59,,,10.79,997.5,-0.5
45403,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T22:15:00,23.91,60.8,2.42,11.22,13.64,17.02,7.27,1.14,46.43,0.0,0.0,,,0.03,,,92.3,0.43,180.46,,,10.63,997.5,-0.5
45404,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T22:30:00,24.75,60.8,2.43,11.19,13.62,17.14,7.18,1.12,46.4,0.0,0.0,,,0.25,0.03,,92.32,0.42,175.45,,,10.76,997.4,-0.5
45405,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T22:45:00,24.75,60.8,2.43,11.19,13.62,17.32,7.52,1.18,46.35,0.0,0.0,,,,0.24,,92.32,0.44,177.12,,,10.77,997.0,-0.5
45406,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T23:00:00,24.75,65.08,2.44,11.15,13.58,17.48,7.48,1.18,46.32,0.0,0.0,,,,,,92.37,0.44,176.11,,,10.87,996.9,-0.5
45407,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T23:15:00,26.0,66.08,2.44,11.09,13.53,17.6,7.2,1.13,46.32,0.0,0.0,,,,0.02,,92.37,0.42,176.5,,,10.79,997.0,-0.5
45408,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-07T23:30:00,28.16,66.08,2.46,11.02,13.48,17.73,7.09,1.11,46.34,0.0,0.0,,,0.03,0.17,,92.37,0.42,183.92,,,11.03,996.7,-0.5
45409,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T00:00:00,28.16,64.01,2.54,10.99,13.53,18.04,7.04,1.1,46.32,0.0,0.0,,,,0.26,,92.35,0.46,207.59,,,11.05,996.6,-0.5
45410,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T00:15:00,25.32,63.52,2.54,10.87,13.41,17.89,7.06,1.11,46.18,0.0,0.0,,,,,,92.39,0.43,204.19,,,10.99,996.6,-0.5
45411,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T00:30:00,20.43,63.52,2.52,10.84,13.35,17.89,6.72,1.05,46.07,0.0,0.0,,,0.03,0.04,,92.39,0.44,209.51,,,11.23,996.4,-0.5
45412,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T00:45:00,20.43,63.52,2.5,10.78,13.29,17.97,6.96,1.09,45.98,0.0,0.0,,,0.27,0.35,,92.39,0.42,218.47,,,11.35,996.1,-0.5
45413,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T01:00:00,20.43,59.48,2.5,10.74,13.24,17.99,6.31,0.98,45.88,0.0,0.0,,,0.04,,,92.39,0.44,198.59,,,11.58,995.8,-0.5
45414,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T01:15:00,20.59,58.54,2.51,10.72,13.22,18.0,6.85,1.07,45.74,0.0,0.0,,,0.33,,,92.39,0.48,212.54,,,11.68,995.6,-0.5
45415,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T01:30:00,20.88,58.54,2.5,10.7,13.2,17.96,6.46,1.0,45.69,0.0,0.0,,,,,,92.37,0.39,205.2,,,11.82,995.4,-0.5
45416,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T01:45:00,20.88,58.54,2.5,10.67,13.17,18.01,6.19,0.96,45.59,0.0,0.0,,,,,,92.37,0.41,210.32,,,11.75,995.0,-0.5
45417,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T02:00:00,20.88,50.29,2.51,10.66,13.17,18.09,6.72,1.05,45.49,0.12,0.0,,,0.04,,,92.37,0.46,210.85,,,11.76,994.7,-0.5
45418,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T02:15:00,21.3,48.37,2.53,10.63,13.17,18.27,6.4,0.99,45.43,0.95,0.0,,,0.28,,,92.4,0.44,208.39,,,11.67,994.4,-0.5
45419,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T02:30:00,22.05,48.37,2.55,10.62,13.17,18.35,6.35,0.99,45.43,0.0,0.14,,,0.03,,,92.41,0.42,226.22,,,11.37,994.2,-0.5
45420,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T02:45:00,22.05,48.37,2.58,10.59,13.16,18.44,6.75,1.05,45.37,0.0,1.12,,,0.21,,,92.42,0.31,211.0,,,11.31,994.2,-0.5
45421,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T03:00:00,22.05,45.92,2.62,10.58,13.2,18.47,6.54,1.02,45.3,0.0,0.07,,,,,,92.44,0.43,202.82,,,11.27,994.2,-0.5
45422,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T03:15:00,26.77,45.35,2.66,10.55,13.22,18.55,6.72,1.05,45.34,0.0,0.66,,,,,,92.44,0.34,218.7,,,11.58,994.1,-0.5
45423,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T03:30:00,34.55,45.35,2.69,10.57,13.26,18.61,6.25,0.97,45.27,0.0,0.56,,,,,,92.45,0.34,216.17,,,11.35,994.1,-0.5
45424,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T03:45:00,34.55,45.35,2.71,10.58,13.3,18.63,6.64,1.03,45.21,0.1,0.0,,,,,,92.48,0.46,209.48,,,11.24,994.2,-0.5
45425,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T04:00:00,34.55,46.55,2.74,10.56,13.3,18.79,7.01,1.1,45.17,0.82,0.0,,,,,,92.49,0.41,216.64,,,11.23,994.2,-0.5
45426,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T04:15:00,30.9,46.83,2.76,10.58,13.34,18.84,6.09,0.94,45.11,0.0,0.0,,,,,,92.53,0.46,220.58,,,11.48,994.5,-0.5
45427,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T04:30:00,24.6,46.83,2.79,10.61,13.4,18.99,5.98,0.92,44.97,0.0,0.0,,,0.06,0.03,,92.6,0.44,205.8,,,11.53,994.5,-0.5
45428,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T04:45:00,24.6,46.83,2.84,10.58,13.43,19.12,6.29,0.98,44.67,0.07,0.0,,,0.45,0.26,,92.83,0.08,356.05,,,11.55,994.5,-0.5
45429,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T05:00:00,24.6,50.46,2.93,10.54,13.46,19.22,6.93,1.08,44.11,0.57,0.0,,,,,,93.09,0.51,37.89,,,12.39,994.8,-0.5
45430,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T05:15:00,22.21,51.37,3.01,10.52,13.52,19.22,6.32,0.98,43.67,0.0,0.0,,,,0.03,,93.1,0.55,70.1,,,12.91,995.1,-0.5
45431,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T05:30:00,18.27,51.37,3.11,10.49,13.6,19.29,6.44,1.0,43.89,0.0,0.0,,,,0.23,,92.88,0.44,327.35,,,13.01,995.4,-0.5
45432,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T05:45:00,18.27,51.37,3.22,10.51,13.73,19.42,6.29,0.98,44.52,0.0,0.0,,,0.05,,,92.87,0.35,319.89,,,12.39,995.4,-0.5
45433,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T06:15:00,20.43,53.01,3.31,10.66,13.97,19.29,6.41,1.0,44.39,0.0,0.09,,,0.04,,,91.53,0.39,304.09,,,11.11,995.7,-0.5
45434,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T06:30:00,23.98,53.01,3.38,10.7,14.08,19.38,6.89,1.08,44.53,0.0,0.74,,,0.34,,,85.35,0.48,299.37,,,11.38,995.8,-0.5
45435,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T06:45:00,23.98,53.01,3.45,10.74,14.19,19.48,6.7,1.05,44.8,0.0,0.0,,,,0.04,,78.05,0.39,317.69,,,12.47,996.2,-0.5
45436,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T07:00:00,23.98,55.31,3.46,10.79,14.25,19.6,6.82,1.06,44.99,0.0,0.0,,,,0.33,,75.63,0.34,295.78,,,14.65,996.3,-0.5
45437,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T07:15:00,21.88,55.85,3.46,10.81,14.26,19.66,6.1,0.94,45.29,0.0,0.0,,,0.03,0.36,,73.01,0.44,313.75,,,17.04,996.4,-0.5
45438,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T07:30:00,18.26,55.85,3.43,10.86,14.3,19.71,6.31,0.98,45.73,0.0,0.0,,,0.24,0.23,,71.44,0.31,339.03,,,19.73,996.5,-0.5
45439,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T07:45:00,18.26,55.85,3.43,10.88,14.31,19.8,6.54,1.02,46.29,0.0,0.0,,,,0.35,,70.37,0.38,6.69,,,22.09,996.7,-0.5
45440,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T08:00:00,18.26,57.62,3.46,10.86,14.32,19.83,6.93,1.08,46.95,0.0,0.0,,,,,,67.72,0.22,288.16,,,22.58,996.9,-0.5
45441,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T08:15:00,22.13,58.03,3.47,10.9,14.37,19.78,6.89,1.08,46.97,0.0,0.0,,,,0.03,,70.45,0.52,131.95,,,22.63,997.0,-0.5
45442,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T08:30:00,28.82,58.03,3.5,10.91,14.41,19.75,6.51,1.01,46.84,0.0,0.0,,,,0.22,,75.63,0.41,147.49,,,20.95,997.2,-0.5
45443,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T08:45:00,28.82,58.03,3.5,10.91,14.41,19.72,6.62,1.03,47.86,0.0,0.11,,,,,,62.28,0.42,247.09,,,20.54,997.2,-0.5
45444,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T09:00:00,28.82,61.43,3.47,10.99,14.46,19.78,7.28,1.14,49.04,0.0,0.9,,,,,,56.41,0.18,300.38,,,23.51,997.2,-0.5
45445,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T09:15:00,26.48,62.22,3.0,11.84,14.84,20.38,6.7,1.04,50.81,0.07,0.0,,,0.05,,,48.59,0.31,220.02,,,26.45,997.2,-0.5
45446,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T09:30:00,22.61,62.22,1.86,13.49,15.35,21.23,6.55,1.02,51.01,0.56,0.0,,,0.4,,,46.32,0.23,279.57,,,23.92,997.2,-0.5
45447,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T09:45:00,22.61,62.22,1.61,13.34,14.95,19.52,6.72,1.05,50.75,0.0,0.0,,,0.23,,,45.83,0.48,217.71,,,24.72,997.2,-0.5
45448,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T10:00:00,22.61,71.41,1.45,13.24,14.68,18.32,7.25,1.14,52.14,0.0,0.0,,,,,,43.0,0.29,175.82,,,26.47,997.1,-0.5
45449,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T10:15:00,26.69,73.55,1.37,12.61,13.99,17.42,7.15,1.12,52.58,0.07,0.0,,,0.05,,,43.02,0.32,175.16,,,26.25,996.9,-0.5
45450,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T10:30:00,33.74,73.55,1.35,12.09,13.44,17.08,7.09,1.11,52.93,0.67,0.0,,,0.46,,,42.84,0.32,150.79,,,29.82,996.9,-0.5
45451,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T10:45:00,33.74,73.55,1.36,11.76,13.12,16.8,7.38,1.16,52.48,0.0,0.0,,,,,,48.85,0.32,140.67,,,32.68,996.8,-0.5
45452,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T11:00:00,33.74,93.61,1.37,11.54,12.91,16.66,7.44,1.17,52.28,0.0,0.0,,,,,,50.6,0.33,132.68,,,37.13,996.6,-0.5
45453,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T11:15:00,39.19,98.63,1.37,11.36,12.74,16.63,7.06,1.11,52.38,0.0,0.0,,,,,,51.36,0.3,112.08,,,39.98,996.6,-0.5
45454,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T11:30:00,48.61,98.63,1.37,11.27,12.63,16.69,7.24,1.14,52.44,0.0,0.0,,,,,,51.86,0.32,124.61,,,39.89,996.6,-0.5
45455,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T11:45:00,48.61,98.63,1.37,11.16,12.53,16.84,7.48,1.18,52.34,0.0,0.0,,,,,,52.56,0.33,102.62,,,40.69,996.5,-0.5
45456,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T12:00:00,48.61,100.61,1.44,11.01,12.46,16.92,7.15,1.12,52.01,0.0,0.0,,,,,,52.87,0.29,134.36,,,44.97,996.3,-0.5
45457,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T12:15:00,46.46,101.07,1.48,11.01,12.49,16.96,7.15,1.12,51.54,0.0,0.0,,,0.03,,,54.89,0.35,104.86,,,45.53,996.1,-0.5
45458,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T12:30:00,42.92,101.07,1.52,10.98,12.51,17.05,6.91,1.08,51.18,0.0,0.0,,,0.25,,,55.93,0.38,139.93,,,49.36,995.8,-0.5
